###	N.B.: File summary located at bottom of TSV file.					Suggested command to download: 			cut -f 1 ./metadata_2024-08-23-11h-51m.tsv | tail -n +3 | grep -v ^# | xargs -n 1 curl -O -L --user <access_key_id>:<access_key_secret>
File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Bio Rep No	Tech Rep No	Biosource Type	Organism	Related File Relationship	Related File	Paired End	Set Status	File Status	Publication	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Project	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFIYX3VVA9/@@download/4DNFIYX3VVA9.bedGraph.gz	4DNES7XKUUG1	4DNEXWHEE1AN	4DNFIYX3VVA9	0.78	1cfe1045956f2de1c68859e5820c3cdf	normalized counts	bg	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 1, Techrep 1	POLR1E protein	HCT116 (Tier 2)	TSA-seq POL1RE in HCT116 cells	input - condition2 - conditionC or conditionE-  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/28b79c69-e7a5-4566-9b17-7bd1870a2aff/4DNFIYX3VVA9.bedGraph.gz
https://data.4dnucleome.org/files-fastq/4DNFIBETEQDU/@@download/4DNFIBETEQDU.fastq.gz	4DNES7XKUUG1	4DNEXMBJQT85	4DNFIBETEQDU	2211.01	7aa0606e8fc1b0e9cf1c8d4add38048f	reads	fastq	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 2, Techrep 1	POLR1E protein	HCT116 (Tier 2)	TSA-seq POL1RE in HCT116 cells	input - condition2 - conditionC or conditionE-  anti-POL1RE	raw file	4DN	Andrew Belmont, ILLINOIS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/dc476580-dc42-43f5-9cca-97f508cd8adb/4DNFIBETEQDU.fastq.gz
https://data.4dnucleome.org/files-processed/4DNFI61HCMFW/@@download/4DNFI61HCMFW.bam	4DNES7XKUUG1	4DNEXMBJQT85	4DNFI61HCMFW	2159.42	bce1ba346f0b599c79c2f0b64d103aa7	alignments	bam	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 2, Techrep 1	POLR1E protein	HCT116 (Tier 2)	TSA-seq POL1RE in HCT116 cells	input - condition2 - conditionC or conditionE-  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/80de77ba-29dd-4d3e-ab5c-6ec9381015b3/4DNFI61HCMFW.bam
https://data.4dnucleome.org/files-processed/4DNFIUZSFIY6/@@download/4DNFIUZSFIY6.bedGraph.gz	4DNES7XKUUG1	4DNEXMBJQT85	4DNFIUZSFIY6	0.79	68706f8b97f9016fad1e956174f26edd	normalized counts	bg	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 2, Techrep 1	POLR1E protein	HCT116 (Tier 2)	TSA-seq POL1RE in HCT116 cells	input - condition2 - conditionC or conditionE-  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f81ce724-3da7-4d39-8c88-03fdf601cd6a/4DNFIUZSFIY6.bedGraph.gz
https://data.4dnucleome.org/files-fastq/4DNFI83NY9BE/@@download/4DNFI83NY9BE.fastq.gz	4DNES7XKUUG1	4DNEX4BHMGQX	4DNFI83NY9BE	2518.38	ffe77eac698d81a76cfef4004c910d7f	reads	fastq	3	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 3, Techrep 1	POLR1E protein	HCT116 (Tier 2)	TSA-seq POL1RE in HCT116 cells	input - condition2 - conditionC or conditionE-  anti-POL1RE	raw file	4DN	Andrew Belmont, ILLINOIS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/634c3dda-8bd5-47e0-9dac-5cfce359ccb9/4DNFI83NY9BE.fastq.gz
https://data.4dnucleome.org/files-processed/4DNFI2ZE2Q25/@@download/4DNFI2ZE2Q25.bam	4DNES7XKUUG1	4DNEX4BHMGQX	4DNFI2ZE2Q25	2539.42	d50979f43b3f4c8d94105fd969843cfc	alignments	bam	3	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 3, Techrep 1	POLR1E protein	HCT116 (Tier 2)	TSA-seq POL1RE in HCT116 cells	input - condition2 - conditionC or conditionE-  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f2002f36-dbbc-49ed-b94e-ffb612b8b708/4DNFI2ZE2Q25.bam
https://data.4dnucleome.org/files-processed/4DNFIPX1XK8D/@@download/4DNFIPX1XK8D.bedGraph.gz	4DNES7XKUUG1	4DNEX4BHMGQX	4DNFIPX1XK8D	0.80	60ad699c7242dc21075e7b47cf83aff9	normalized counts	bg	3	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 3, Techrep 1	POLR1E protein	HCT116 (Tier 2)	TSA-seq POL1RE in HCT116 cells	input - condition2 - conditionC or conditionE-  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/88c04b83-8019-4ac2-810b-a4d59c811c29/4DNFIPX1XK8D.bedGraph.gz
https://data.4dnucleome.org/files-fastq/4DNFI4GS2MQ4/@@download/4DNFI4GS2MQ4.fastq.gz	4DNESBRNMFK6	4DNEXMM42RWV	4DNFI4GS2MQ4	1822.20	63904d98073dd04a79eede0f069a432e	reads	fastq	1	1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Correspondence: asbel@illinois.edu	TSA-seq	Biorep 1, Techrep 1	POLR1E protein	H1-hESC (Tier 1)	TSA-seq POL1RE in H1 cells	input - condition2 - conditionE -  anti-POL1RE	raw file	4DN	Andrew Belmont, ILLINOIS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/02d53aec-a9b7-4a2d-9597-1db2e9e8e731/4DNFI4GS2MQ4.fastq.gz
https://data.4dnucleome.org/files-processed/4DNFIQLGWN2K/@@download/4DNFIQLGWN2K.bedGraph.gz	4DNESBRNMFK6	4DNEXMM42RWV	4DNFIQLGWN2K	0.77	fd814445731039fcc04a0bb89dcf5891	normalized counts	bg	1	1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Correspondence: asbel@illinois.edu	TSA-seq	Biorep 1, Techrep 1	POLR1E protein	H1-hESC (Tier 1)	TSA-seq POL1RE in H1 cells	input - condition2 - conditionE -  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7f09628e-c642-420a-a00e-813c2d3b04f9/4DNFIQLGWN2K.bedGraph.gz
https://data.4dnucleome.org/files-processed/4DNFIVQYYX36/@@download/4DNFIVQYYX36.bam	4DNESBRNMFK6	4DNEXMM42RWV	4DNFIVQYYX36	1686.55	4a77a11d9157880a2953ccf3f0f51d4a	alignments	bam	1	1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Correspondence: asbel@illinois.edu	TSA-seq	Biorep 1, Techrep 1	POLR1E protein	H1-hESC (Tier 1)	TSA-seq POL1RE in H1 cells	input - condition2 - conditionE -  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bc8ad7d3-97ab-43e7-8ad8-5481fc5f4834/4DNFIVQYYX36.bam
https://data.4dnucleome.org/files-fastq/4DNFIPUV2MHO/@@download/4DNFIPUV2MHO.fastq.gz	4DNESBRNMFK6	4DNEXRNNYJQR	4DNFIPUV2MHO	1833.03	0c878d2f518f7c3b57115e6bc6d0c59f	reads	fastq	2	1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Correspondence: asbel@illinois.edu	TSA-seq	Biorep 2, Techrep 1	POLR1E protein	H1-hESC (Tier 1)	TSA-seq POL1RE in H1 cells	input - condition2 - conditionE -  anti-POL1RE	raw file	4DN	Andrew Belmont, ILLINOIS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/8f270aba-86c8-4b37-8571-1bc250a88897/4DNFIPUV2MHO.fastq.gz
https://data.4dnucleome.org/files-processed/4DNFI5PFCZHO/@@download/4DNFI5PFCZHO.bam	4DNESBRNMFK6	4DNEXRNNYJQR	4DNFI5PFCZHO	1851.47	fdfa867a5ba81b03286ee7bab105d76e	alignments	bam	2	1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Correspondence: asbel@illinois.edu	TSA-seq	Biorep 2, Techrep 1	POLR1E protein	H1-hESC (Tier 1)	TSA-seq POL1RE in H1 cells	input - condition2 - conditionE -  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f0d9b3a0-59bb-4149-b48b-c53e0d670437/4DNFI5PFCZHO.bam
https://data.4dnucleome.org/files-processed/4DNFIEVFP2V8/@@download/4DNFIEVFP2V8.bedGraph.gz	4DNESBRNMFK6	4DNEXRNNYJQR	4DNFIEVFP2V8	0.79	26682d56ec2d03d095ad80462e0c6745	normalized counts	bg	2	1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Correspondence: asbel@illinois.edu	TSA-seq	Biorep 2, Techrep 1	POLR1E protein	H1-hESC (Tier 1)	TSA-seq POL1RE in H1 cells	input - condition2 - conditionE -  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/014f9b4d-9eff-468f-9154-9cb9c4398cab/4DNFIEVFP2V8.bedGraph.gz
https://data.4dnucleome.org/files-fastq/4DNFIYMRG658/@@download/4DNFIYMRG658.fastq.gz	4DNESGQFG1ZQ	4DNEX7FSBKHN	4DNFIYMRG658	1653.49	7195ebe73836e29ef6c27579f50682ee	reads	fastq	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 1, Techrep 1	POLR1E protein	HFFc6 (Tier 1)	TSA-seq POL1RE in HFFc6 cells	input - condition2 - conditionE -  anti-POL1RE	raw file	4DN	Andrew Belmont, ILLINOIS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/f8c7a4cb-5408-4e7b-98a7-255af785090b/4DNFIYMRG658.fastq.gz
https://data.4dnucleome.org/files-processed/4DNFI2FXV341/@@download/4DNFI2FXV341.bedGraph.gz	4DNESGQFG1ZQ	4DNEX7FSBKHN	4DNFI2FXV341	0.81	750d271aa78b74946fff80537bd5c285	normalized counts	bg	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 1, Techrep 1	POLR1E protein	HFFc6 (Tier 1)	TSA-seq POL1RE in HFFc6 cells	input - condition2 - conditionE -  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5c9f08b7-8656-42dc-a063-3996d43d4b70/4DNFI2FXV341.bedGraph.gz
https://data.4dnucleome.org/files-processed/4DNFIQFYTR3K/@@download/4DNFIQFYTR3K.bam	4DNESGQFG1ZQ	4DNEX7FSBKHN	4DNFIQFYTR3K	1510.21	b3300be137e08ed8269971b1acb7316e	alignments	bam	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 1, Techrep 1	POLR1E protein	HFFc6 (Tier 1)	TSA-seq POL1RE in HFFc6 cells	input - condition2 - conditionE -  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f535a65e-9025-44de-9cfe-4c89b71f7970/4DNFIQFYTR3K.bam
https://data.4dnucleome.org/files-fastq/4DNFIHHIP28F/@@download/4DNFIHHIP28F.fastq.gz	4DNESGQFG1ZQ	4DNEX1O3DG3L	4DNFIHHIP28F	2436.61	fdb0466f8a2b92dedc26b24ebb40a42d	reads	fastq	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 2, Techrep 1	POLR1E protein	HFFc6 (Tier 1)	TSA-seq POL1RE in HFFc6 cells	input - condition2 - conditionE -  anti-POL1RE	raw file	4DN	Andrew Belmont, ILLINOIS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/90d13666-03c0-4133-81f4-db1f6c9b1325/4DNFIHHIP28F.fastq.gz
https://data.4dnucleome.org/files-processed/4DNFIHLM86W5/@@download/4DNFIHLM86W5.bedGraph.gz	4DNESGQFG1ZQ	4DNEX1O3DG3L	4DNFIHLM86W5	0.78	4fe2c19f37503a080c6f66c8aac268bf	normalized counts	bg	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 2, Techrep 1	POLR1E protein	HFFc6 (Tier 1)	TSA-seq POL1RE in HFFc6 cells	input - condition2 - conditionE -  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9c336504-9a8f-4c1a-ad84-196964101b65/4DNFIHLM86W5.bedGraph.gz
https://data.4dnucleome.org/files-processed/4DNFIJWX7T4D/@@download/4DNFIJWX7T4D.bam	4DNESGQFG1ZQ	4DNEX1O3DG3L	4DNFIJWX7T4D	2205.91	8d529467e7dfaa639b663e03996da7db	alignments	bam	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 2, Techrep 1	POLR1E protein	HFFc6 (Tier 1)	TSA-seq POL1RE in HFFc6 cells	input - condition2 - conditionE -  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/23b0e092-02ca-46ba-abbe-5dc10d5789dd/4DNFIJWX7T4D.bam
https://data.4dnucleome.org/files-fastq/4DNFICVJJ1VC/@@download/4DNFICVJJ1VC.fastq.gz	4DNESGSXHQA6	4DNEXLKKANZ9	4DNFICVJJ1VC	1901.39	60b605602b9fd5b73a888fcc1f267dcf	reads	fastq	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 1, Techrep 1	POLR1E protein	K562 (Tier 2)	TSA-seq POL1RE in k562 cells	input - condition2 - conditionE -  anti-POL1RE	raw file	4DN	Andrew Belmont, ILLINOIS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/fcaea6fd-39a3-42e7-8c53-07e24f6700da/4DNFICVJJ1VC.fastq.gz
https://data.4dnucleome.org/files-processed/4DNFIC2TYN1J/@@download/4DNFIC2TYN1J.bedGraph.gz	4DNESGSXHQA6	4DNEXLKKANZ9	4DNFIC2TYN1J	0.81	db02b05783f1119b66e2ed8c93827cfb	normalized counts	bg	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 1, Techrep 1	POLR1E protein	K562 (Tier 2)	TSA-seq POL1RE in k562 cells	input - condition2 - conditionE -  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4d807fef-a7d3-454e-bbe7-115014615ff3/4DNFIC2TYN1J.bedGraph.gz
https://data.4dnucleome.org/files-processed/4DNFIPHYNC73/@@download/4DNFIPHYNC73.bam	4DNESGSXHQA6	4DNEXLKKANZ9	4DNFIPHYNC73	1782.67	88ca359db776ce24f6efe644e6fc51a3	alignments	bam	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 1, Techrep 1	POLR1E protein	K562 (Tier 2)	TSA-seq POL1RE in k562 cells	input - condition2 - conditionE -  anti-POL1RE	Repli-Seq Pipeline - Preliminary Files	4DN	4DN DCIC, HMS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a0549654-b11d-4210-ae3e-a3e093672ddc/4DNFIPHYNC73.bam
https://data.4dnucleome.org/files-fastq/4DNFIHXIZ6WR/@@download/4DNFIHXIZ6WR.fastq.gz	4DNESGSXHQA6	4DNEX5HI291I	4DNFIHXIZ6WR	1760.48	8975917fccb5f2a96687a329688a4f91	reads	fastq	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Kumar P et al. (2023)	TSA-seq	Biorep 2, Techrep 1	POLR1E protein	K562 (Tier 2)	TSA-seq POL1RE in k562 cells	input - condition2 - conditionE -  anti-POL1RE	raw file	4DN	Andrew Belmont, ILLINOIS	Andrew Belmont, ILLINOIS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/2cda1268-b953-4f23-a1df-db044d753570/4DNFIHXIZ6WR.fastq.gz
