###	N.B.: File summary located at bottom of TSV file.					Suggested command to download: 			cut -f 1 ./metadata_2024-02-27-16h-17m.tsv | tail -n +3 | grep -v ^# | xargs -n 1 curl -O -L --user <access_key_id>:<access_key_secret>
File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Bio Rep No	Tech Rep No	Biosource Type	Organism	Related File Relationship	Related File	Paired End	Set Status	File Status	Publication	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Project	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFIC2T8L7T/@@download/4DNFIC2T8L7T.bed.gz	4DNES24XA7U8	4DNEXMRJPX7X	4DNFIC2T8L7T	0.01	45b7584ed3f05102ae5169e694484b39	LADs	bed	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	processed file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9c4a353c-8182-4dc8-9a6c-d23c162daf3d/4DNFIC2T8L7T.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIS3EABUK/@@download/4DNFIS3EABUK.bam	4DNES24XA7U8	4DNEXMRJPX7X	4DNFIS3EABUK	1181.85	6c7f64fb7d9fcef433fa04a6a53bce7c	alignments	bam	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	processed file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5d874bcc-6c91-465a-9176-cdeac1b49b86/4DNFIS3EABUK.bam
https://data.4dnucleome.org/files-processed/4DNFIFKMR1J8/@@download/4DNFIFKMR1J8.bw	4DNES24XA7U8	4DNEXMRJPX7X, 4DNEX7IU6V9M	4DNFIFKMR1J8	5.33	973c0df40a690240827631b5cc5901e2	normalized counts	bw	2, 1	1, 1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	merged replicates	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	processed file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0b0e869b-5531-49d9-b4e7-b14a2045dbbb/4DNFIFKMR1J8.bw
https://data.4dnucleome.org/files-processed/4DNFICCV71TZ/@@download/4DNFICCV71TZ.bed.gz	4DNES24XA7U8	4DNEXMRJPX7X, 4DNEX7IU6V9M	4DNFICCV71TZ	0.01	648ead87961b46bfbe38ab4ad979442b	LADs	bed	2, 1	1, 1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	merged replicates	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	processed file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/53d4d0ac-dffe-4231-a9ca-6d534fa5ef34/4DNFICCV71TZ.bed.gz
https://data.4dnucleome.org/files-fastq/4DNFI6QZFIBH/@@download/4DNFI6QZFIBH.fastq.gz	4DNES6SM8UGO	4DNEXLJJWQB5	4DNFI6QZFIBH	313.54	25177b006888442c8736cafb70c0f0fb	reads	fastq	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 1, Techrep 1	None (Control)	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	Dam-only Control	raw file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/f56ce2d6-182b-4d21-aad9-bfd2aa57c0ef/4DNFI6QZFIBH.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFIZ25MUHW/@@download/4DNFIZ25MUHW.fastq.gz	4DNES6SM8UGO	4DNEXLJJWQB5	4DNFIZ25MUHW	6529.74	7d0cd85b32ac20772504d5090f62c65d	reads	fastq	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 1, Techrep 1	None (Control)	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	Dam-only Control	raw file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/b582d17d-c7fe-409e-a18c-4c07867c71f6/4DNFIZ25MUHW.fastq.gz
https://data.4dnucleome.org/files-processed/4DNFIEXSLSVF/@@download/4DNFIEXSLSVF.bam	4DNES6SM8UGO	4DNEXLJJWQB5	4DNFIEXSLSVF	3203.08	0a02f0821e28416fbad266c36d214b1f	alignments	bam	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 1, Techrep 1	None (Control)	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	Dam-only Control	processed file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ea622265-09e8-454b-9871-3a72f5a084d5/4DNFIEXSLSVF.bam
https://data.4dnucleome.org/files-processed/4DNFIJ8B5W5F/@@download/4DNFIJ8B5W5F.bam	4DNES6SM8UGO	4DNEXLJJWQB5	4DNFIJ8B5W5F	223.93	e4cd254d097d497b4083ea4280ee1c7d	alignments	bam	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 1, Techrep 1	None (Control)	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	Dam-only Control	processed file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/87ebfb76-b654-49c6-8158-e25d4da9912a/4DNFIJ8B5W5F.bam
https://data.4dnucleome.org/files-fastq/4DNFI4HLOF25/@@download/4DNFI4HLOF25.fastq.gz	4DNES6SM8UGO	4DNEXCDC8BEQ	4DNFI4HLOF25	2213.18	526fa36650cf0f152152e8e4c5706a06	reads	fastq	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 2, Techrep 1	None (Control)	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	Dam-only Control	raw file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/decf8a3b-5627-4fb8-b141-8cea57e14fa7/4DNFI4HLOF25.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFIECFZRE2/@@download/4DNFIECFZRE2.fastq.gz	4DNES6SM8UGO	4DNEXCDC8BEQ	4DNFIECFZRE2	161.62	85e1637506d0075d5f7fde1275d624ce	reads	fastq	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 2, Techrep 1	None (Control)	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	Dam-only Control	raw file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/ecd16f57-9f32-4352-b2b7-992fbfb7cc92/4DNFIECFZRE2.fastq.gz
https://data.4dnucleome.org/files-processed/4DNFICWTZZFL/@@download/4DNFICWTZZFL.bam	4DNES6SM8UGO	4DNEXCDC8BEQ	4DNFICWTZZFL	1308.17	df50493734b42f71de26dd0f4e961349	alignments	bam	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 2, Techrep 1	None (Control)	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	Dam-only Control	processed file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4bf3695c-736e-4d72-b597-b1b5815f0183/4DNFICWTZZFL.bam
https://data.4dnucleome.org/files-processed/4DNFIOHRW2C7/@@download/4DNFIOHRW2C7.bam	4DNES6SM8UGO	4DNEXCDC8BEQ	4DNFIOHRW2C7	123.07	3eb13d45aca434baf0f459ff9a13bf8e	alignments	bam	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 2, Techrep 1	None (Control)	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	Dam-only Control	processed file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/90bd7fc8-33db-4e9f-bfea-b1e2fa2846b4/4DNFIOHRW2C7.bam
https://data.4dnucleome.org/files-fastq/4DNFID37PWWI/@@download/4DNFID37PWWI.fastq.gz	4DNESBUS47G2	4DNEXQMG43UY	4DNFID37PWWI	1956.87	c2e835e775f0ce14904282112b971f27	reads	fastq	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 1, Techrep 1	None (Control)	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	Dam-only Control	raw file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/3f611370-e432-4821-9c60-eb35f939ec17/4DNFID37PWWI.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFIMWU62GW/@@download/4DNFIMWU62GW.fastq.gz	4DNESBUS47G2	4DNEXQMG43UY	4DNFIMWU62GW	288.67	122869dd682efded483e592cbd01c857	reads	fastq	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 1, Techrep 1	None (Control)	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	Dam-only Control	raw file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/e0c75e99-f501-4f9f-a93b-941e14ccbb57/4DNFIMWU62GW.fastq.gz
https://data.4dnucleome.org/files-processed/4DNFI9XJQPIZ/@@download/4DNFI9XJQPIZ.bam	4DNESBUS47G2	4DNEXQMG43UY	4DNFI9XJQPIZ	1242.92	89686f12547690ec2535399f5955b740	alignments	bam	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 1, Techrep 1	None (Control)	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	Dam-only Control	processed file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/84b51c25-069a-46cf-bd4f-d5f0bafbf7a0/4DNFI9XJQPIZ.bam
https://data.4dnucleome.org/files-processed/4DNFIWVQTIJW/@@download/4DNFIWVQTIJW.bam	4DNESBUS47G2	4DNEXQMG43UY	4DNFIWVQTIJW	224.64	36e421b7c6ed29e415a9192ac8e2f6d3	alignments	bam	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 1, Techrep 1	None (Control)	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	Dam-only Control	processed file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/884faec9-b887-4797-97d4-f018db3cb30c/4DNFIWVQTIJW.bam
https://data.4dnucleome.org/files-fastq/4DNFIPC3OXPP/@@download/4DNFIPC3OXPP.fastq.gz	4DNESBUS47G2	4DNEX74KV3CW	4DNFIPC3OXPP	1870.42	1a3fc142b28bd62ddcedc655527d3878	reads	fastq	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 2, Techrep 1	None (Control)	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	Dam-only Control	raw file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/0fada674-4d42-491d-a10a-55f15de07333/4DNFIPC3OXPP.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFIX78LMRJ/@@download/4DNFIX78LMRJ.fastq.gz	4DNESBUS47G2	4DNEX74KV3CW	4DNFIX78LMRJ	436.79	216d7462ae31fe976aecaf00bf234b30	reads	fastq	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 2, Techrep 1	None (Control)	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	Dam-only Control	raw file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/b639d03c-de5d-4513-a2ea-5de35ab4bc0d/4DNFIX78LMRJ.fastq.gz
https://data.4dnucleome.org/files-processed/4DNFICOB3EU7/@@download/4DNFICOB3EU7.bam	4DNESBUS47G2	4DNEX74KV3CW	4DNFICOB3EU7	315.11	717297a78d99516daa3268da423aae2e	alignments	bam	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 2, Techrep 1	None (Control)	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	Dam-only Control	processed file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d36d2f11-5c14-45a2-a9aa-de65b2cb6cbb/4DNFICOB3EU7.bam
https://data.4dnucleome.org/files-processed/4DNFIH23XXKW/@@download/4DNFIH23XXKW.bam	4DNESBUS47G2	4DNEX74KV3CW	4DNFIH23XXKW	1153.67	ff29a470896239a1321822d9825d146e	alignments	bam	2	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: b.v.steensel@nki.nl	DamID-seq	Biorep 2, Techrep 1	None (Control)	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	Dam-only Control	processed file	4DN	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/19ae467b-106a-458c-a9a1-186184b29959/4DNFIH23XXKW.bam
